LATITUDE,LONGITUDE,OBSERVATION DATE
28.228577,-80.7604659,43101
28.8938016,-95.5819988,43101
33.6561023,-117.8293562,43101
21.4336858,-87.7093439,43101
33.6913328,-118.0180764,43101
26.1268335,-97.9578167,43101
33.7032414,-118.0085759,43101
33.9810187,-118.0824494,43101
31.8973731,-116.6094875,43101
34.3812555,-119.3401808,43101
33.1652981,-117.3533821,43101
30.535666,-84.28821,43101
33.6561023,-117.8293562,43101
36.8279396,-121.7661309,43101
33.6637274,-117.8426814,43101
33.8557214,-117.8016289,43101
29.9547858,-95.7961464,43101
27.3253186,-82.4336821,43101
26.3751967,-81.7570353,43101
33.6637274,-117.8426814,43101
33.6637274,-117.8426814,43101
34.2733696,-119.1251398,43101
33.6377751,-117.9487896,43101
26.375442,-81.6040206,43101
30.5803884,-84.2882324,43101
33.7040978,-118.0022383,43101
35.0536079,-76.0542297,43101
37.2237761,-122.4054945,43101
29.0592062,-95.2745684,43101
33.6637274,-117.8426814,43101
26.0773686,-81.7141414,43101
35.0536079,-76.0542297,43101
34.3812555,-119.3401808,43101
30.545516,-97.660819,43101
30.1515653,-84.1473314,43101
27.3253186,-82.4336821,43101
30.0074,-81.3325,43101
30.3697,-81.482,43101
33.6848992,-118.0230063,43101
33.6849473,-118.0223304,43101
33.7032414,-118.0085759,43101
36.8279396,-121.7661309,43101
31.109985,-81.547638,43101
33.9463861,-117.6506138,43101
29.9547858,-95.7961464,43101
36.88559,-121.7825997,43101
33.7040978,-118.0022383,43101
27.5016862,-82.4870896,43101
26.4986442,-80.2246141,43101
33.6637274,-117.8426814,43101
33.01716,-117.077836,43101
26.4928139,-80.2168894,43101
33.6637274,-117.8426814,43101
32.5633884,-117.1253582,43101
17.764205,-88.635177,43101
37.2237761,-122.4054945,43101
26.4986442,-80.2246141,43101
34.2381312,-119.2615056,43101
30.1515653,-84.1473314,43101
36.950523,-121.7674445,43101
36.8372464,-121.8014572,43101
30.1619001,-97.290287,43101
25.641017,-80.447524,43101
37.3745951,-77.3628956,43101
26.4861584,-80.1607561,43101
30.2432283,-81.9051973,43101
