LATITUDE,LONGITUDE,OBSERVATION DATE
3.58444,-76.421928,43101
37.728044,-122.4938035,43101
13.3482586,-88.4389745,43101
3.58444,-76.421928,43101
33.316474,-115.602112,43101
11.53224,-85.697414,43101
35.2656069,-120.6903817,43101
33.316474,-115.602112,43101
37.6419316,-122.1517012,43101
33.316474,-115.602112,43101
33.316474,-115.602112,43101
11.53224,-85.697414,43101
13.7103793,-89.0889421,43101
3.58444,-76.421928,43101
21.4809405,-105.2008188,43101
3.58444,-76.421928,43101
13.1983344,-87.3807049,43101
31.985,-110.2963,43101
18.026664,-67.0374799,43101
33.316474,-115.602112,43101
7.4181285,-80.1832303,43101
33.316474,-115.602112,43101
3.58444,-76.421928,43101
33.316474,-115.602112,43101
20.6816534,-105.2584518,43101
31.496718,-110.848945,43101
9.3826454,-76.1810151,43101
36.8151691,-121.7900355,43101
33.316474,-115.602112,43101
33.316474,-115.602112,43101
11.53224,-85.697414,43101
20.6816534,-105.2584518,43101
33.316474,-115.602112,43101
31.496718,-110.848945,43101
13.1983344,-87.3807049,43101
33.316474,-115.602112,43101
23.177568,-106.4273071,43101
33.316474,-115.602112,43101
13.7103793,-89.0889421,43101
23.177568,-106.4273071,43101
3.58444,-76.421928,43101
33.316474,-115.602112,43101
33.316474,-115.602112,43101
20.754124,-101.617939,43101
13.6687561,-89.2784992,43101
37.6419316,-122.1517012,43101
18.026664,-67.0374799,43101
33.8557214,-117.8016289,43101
33.316474,-115.602112,43101
35.2656069,-120.6903817,43101
12.540953,-86.854873,43101
33.316474,-115.602112,43101
20.6816534,-105.2584518,43101
11.53224,-85.697414,43101
13.1983344,-87.3807049,43101
18.4821934,-66.8877695,43101
23.177568,-106.4273071,43101
33.316474,-115.602112,43101
3.58444,-76.421928,43101
12.6331775,-87.1361947,43101
3.58444,-76.421928,43101
11.53224,-85.697414,43101
13.7103793,-89.0889421,43101
11.53224,-85.697414,43101
36.93839,-121.40324,43101
18.026664,-67.0374799,43101
3.58444,-76.421928,43101
8.3874318,-83.3063516,43101
3.58444,-76.421928,43101
-24.9163023,-56.8589323,43101
13.3482586,-88.4389745,43101
10.3166082,-85.3479767,43101
3.58444,-76.421928,43101
12.540953,-86.854873,43101
32.4474259,-112.8507042,43101
33.316474,-115.602112,43101
3.58444,-76.421928,43101
39.1124073,-123.1889513,43101
3.58444,-76.421928,43101
33.8557214,-117.8016289,43101
13.3482586,-88.4389745,43101
43.098421,-124.157812,43101
18.4821934,-66.8877695,43101
20.6816534,-105.2584518,43101
33.8557214,-117.8016289,43101
33.316474,-115.602112,43101
3.58444,-76.421928,43101
18.026664,-67.0374799,43101
12.4449581,-69.9453592,43101
3.58444,-76.421928,43101
43.098421,-124.157812,43101
13.1983344,-87.3807049,43101
8.3874318,-83.3063516,43101
11.53224,-85.697414,43101
3.58444,-76.421928,43101
13.3482586,-88.4389745,43101
3.58444,-76.421928,43101
15.789966,-87.443872,43101
11.53224,-85.697414,43101
43.098421,-124.157812,43101
33.8557214,-117.8016289,43102
21.6173833,-105.2687123,43102
33.8557214,-117.8016289,43102
18.481062,-66.586913,43102
10.9502507,-85.6376553,43102
18.481062,-66.586913,43102
36.9041954,-121.7845631,43102
18.481062,-66.586913,43102
18.481062,-66.586913,43102
18.481062,-66.586913,43102
21.5775754,-105.1459825,43102
20.9545893,-73.6723477,43102
3.58444,-76.421928,43102
33.8513143,-117.8263092,43102
41.161404,-124.113852,43102
20.9545893,-73.6723477,43102
-18.4107674,-70.2204037,43102
18.481062,-66.586913,43102
33.9207496,-118.2603121,43102
20.9545893,-73.6723477,43102
18.481062,-66.586913,43102
18.481062,-66.586913,43102
13.7103793,-89.0889421,43102
18.481062,-66.586913,43102
13.4902962,-89.2708289,43102
21.5775754,-105.1459825,43102
33.6637274,-117.8426814,43102
37.4541093,-121.974181,43102
3.58444,-76.421928,43102
33.8513143,-117.8263092,43102
13.7103793,-89.0889421,43102
19.6593197,-80.1028633,43102
13.7103793,-89.0889421,43102
20.9545893,-73.6723477,43102
33.9207496,-118.2603121,43102
13.3482586,-88.4389745,43102
13.7103793,-89.0889421,43102
18.481062,-66.586913,43102
3.58444,-76.421928,43102
9.1195583,-79.7128272,43102
18.481062,-66.586913,43102
