LATITUDE,LONGITUDE,OBSERVATION DATE
19.2432804,-99.1145056,43101
36.797628,-121.754335,43101
37.7675937,-122.4688053,43101
19.3821258,-96.9038558,43101
19.3821258,-96.9038558,43101
19.3821258,-96.9038558,43101
33.6561023,-117.8293562,43101
16.754009,-92.632802,43101
20.3404119,-105.349499,43101
20.3404119,-105.349499,43101
21.451454,-105.1456786,43101
21.451454,-105.1456786,43101
14.7013178,-91.2897107,43101
26.1268335,-97.9578167,43101
26.1268335,-97.9578167,43101
26.1268335,-97.9578167,43101
29.6492346,-82.3102677,43101
21.6040411,-105.3016269,43101
21.6040411,-105.3016269,43101
29.6492346,-82.3102677,43101
20.9310742,-105.3961158,43101
20.9310742,-105.3961158,43101
20.9310742,-105.3961158,43101
26.0813003,-98.1351399,43101
21.451454,-105.1456786,43101
26.1268335,-97.9578167,43101
26.0813003,-98.1351399,43101
26.0813003,-98.1351399,43101
20.4897381,-105.4433441,43101
20.4897381,-105.4433441,43101
20.4897381,-105.4433441,43101
20.4897381,-105.4433441,43101
20.4897381,-105.4433441,43101
20.4897381,-105.4433441,43101
20.4897381,-105.4433441,43101
20.1577581,-102.0638037,43101
26.0813003,-98.1351399,43101
27.022725,-109.014869,43101
27.022725,-109.014869,43101
27.022725,-109.014869,43101
27.022725,-109.014869,43101
29.6492346,-82.3102677,43101
26.1268335,-97.9578167,43101
29.6492346,-82.3102677,43101
26.1268335,-97.9578167,43101
26.1268335,-97.9578167,43101
20.8671529,-105.4385376,43101
20.8671529,-105.4385376,43101
20.8671529,-105.4385376,43101
41.2862881,-124.0901899,43101
19.1189762,-104.3923151,43101
21.451454,-105.1456786,43101
21.451454,-105.1456786,43101
26.0813003,-98.1351399,43101
26.0813003,-98.1351399,43101
26.0813003,-98.1351399,43101
29.6492346,-82.3102677,43101
40.576958,-124.2639112,43101
40.576958,-124.2639112,43101
40.576958,-124.2639112,43101
40.576958,-124.2639112,43101
29.6492346,-82.3102677,43101
37.6818314,-121.7680588,43101
19.3821258,-96.9038558,43101
19.3821258,-96.9038558,43101
21.451454,-105.1456786,43101
21.451454,-105.1456786,43101
21.451454,-105.1456786,43101
21.451454,-105.1456786,43101
21.6040411,-105.3016269,43101
21.6040411,-105.3016269,43101
26.1268335,-97.9578167,43101
16.754009,-92.632802,43101
26.1479755,-97.9897937,43101
41.096094,-73.4316677,43101
17.2127958,-96.7289394,43101
17.2127958,-96.7289394,43101
20.7635729,-105.4927102,43101
20.7635729,-105.4927102,43101
20.7635729,-105.4927102,43101
37.8051812,-122.4285507,43101
26.124386,-97.9585648,43101
26.124386,-97.9585648,43101
26.124386,-97.9585648,43101
19.5167737,-96.8897581,43101
19.5167737,-96.8897581,43101
19.5167737,-96.8897581,43101
19.5167737,-96.8897581,43101
19.5167737,-96.8897581,43101
19.5167737,-96.8897581,43101
19.5167737,-96.8897581,43101
19.5167737,-96.8897581,43101
21.5260295,-105.2756658,43101
40.9332845,-73.1110954,43101
26.0813003,-98.1351399,43101
36.797628,-121.754335,43101
20.6816534,-105.2584518,43101
20.6816534,-105.2584518,43101
17.0758895,-96.7325163,43101
29.6492346,-82.3102677,43101
15.9265886,-96.4194987,43102
15.8131583,-96.0638309,43102
21.5030076,-105.0893033,43102
14.5796793,-90.7323503,43102
18.9858529,-99.0791662,43102
20.7609876,-104.8519446,43102
21.5807872,-105.2405584,43102
21.5770705,-105.188942,43102
15.9265886,-96.4194987,43102
21.5040817,-105.1565623,43102
21.451454,-105.1456786,43102
21.6173833,-105.2687123,43102
38.04853,-122.87011,43102
38.04853,-122.87011,43102
15.9265886,-96.4194987,43102
21.5770705,-105.188942,43102
21.5775754,-105.1459825,43102
17.2254141,-96.7456055,43102
37.3023409,-75.93155,43102
21.5079786,-105.1458335,43102
21.5775754,-105.1459825,43102
20.7609876,-104.8519446,43102
21.5770705,-105.188942,43102
21.451454,-105.1456786,43102
21.6173833,-105.2687123,43102
21.5770705,-105.188942,43102
37.8467336,-122.2303775,43102
27.4994356,-99.4944084,43102
21.5030076,-105.0893033,43102
32.5829959,-117.0690894,43102
21.5775754,-105.1459825,43102
17.2254141,-96.7456055,43102
21.5770705,-105.188942,43102
41.096344,-73.431643,43102
37.3023409,-75.93155,43102
21.5807872,-105.2405584,43102
20.7609876,-104.8519446,43102
37.3023409,-75.93155,43102
21.5775754,-105.1459825,43102
18.9858529,-99.0791662,43102
21.5775754,-105.1459825,43102
20.9029183,-105.4086685,43102
21.6173833,-105.2687123,43102
21.451454,-105.1456786,43102
21.451454,-105.1456786,43102
21.451454,-105.1456786,43102
21.451454,-105.1456786,43102
21.5775754,-105.1459825,43102
21.5652606,-105.275414,43102
20.708697,-105.299832,43102
20.708697,-105.299832,43102
21.5775754,-105.1459825,43102
15.9265886,-96.4194987,43102
20.8207896,-105.2495384,43102
17.2254141,-96.7456055,43102
20.7609876,-104.8519446,43102
20.7304937,-104.8259854,43102
26.124386,-97.9585648,43102
20.708697,-105.299832,43102
21.5775754,-105.1459825,43102
17.2254141,-96.7456055,43102
18.9858529,-99.0791662,43102
21.5079786,-105.1458335,43102
32.291247,-64.7645921,43102
21.451454,-105.1456786,43102
21.5474358,-105.2610612,43102
21.5474358,-105.2610612,43102
21.6173833,-105.2687123,43102
21.451454,-105.1456786,43102
21.451454,-105.1456786,43102
20.708697,-105.299832,43102
21.5347297,-105.292443,43102
21.451454,-105.1456786,43102
14.5796793,-90.7323503,43102
18.9376978,-99.3075496,43102
21.451454,-105.1456786,43102
20.7609876,-104.8519446,43102
21.5079786,-105.1458335,43102
21.5775754,-105.1459825,43102
17.2254141,-96.7456055,43102
38.04853,-122.87011,43102
21.5770705,-105.188942,43102
21.5775754,-105.1459825,43102
14.5796793,-90.7323503,43102
20.708697,-105.299832,43102
21.4752747,-105.159502,43102
41.096094,-73.4316677,43102
16.75747,-93.34041,43102
21.5040817,-105.1565623,43102
21.451454,-105.1456786,43102
21.5030076,-105.0893033,43102
26.0813003,-98.1351399,43102
41.096344,-73.431643,43102
17.2254141,-96.7456055,43102
26.124386,-97.9585648,43102
26.0813003,-98.1351399,43102
21.5775754,-105.1459825,43102
21.451454,-105.1456786,43102
37.3023409,-75.93155,43102
21.6173833,-105.2687123,43102
17.0437158,-96.5152336,43103
17.0437158,-96.5152336,43103
19.5166564,-96.9175136,43103
26.1268335,-97.9578167,43103
26.1268335,-97.9578167,43103
16.735517,-92.635328,43103
20.651573,-105.2436995,43103
20.651573,-105.2436995,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
37.3023409,-75.93155,43103
21.49215,-105.17079,43103
21.49215,-105.17079,43103
15.9199667,-96.2970685,43103
15.9199667,-96.2970685,43103
15.9199667,-96.2970685,43103
15.9199667,-96.2970685,43103
26.1479755,-97.9897937,43103
20.790548,-105.385977,43103
19.9636293,-103.2649755,43103
21.49215,-105.17079,43103
21.49215,-105.17079,43103
21.49215,-105.17079,43103
21.49215,-105.17079,43103
16.735517,-92.635328,43103
20.8827913,-101.9953537,43103
20.8827913,-101.9953537,43103
20.8827913,-101.9953537,43103
26.1479755,-97.9897937,43103
26.1479755,-97.9897937,43103
23.538835,-105.7577,43103
20.7609876,-104.8519446,43103
20.7609876,-104.8519446,43103
20.7609876,-104.8519446,43103
20.7609876,-104.8519446,43103
20.7609876,-104.8519446,43103
20.7609876,-104.8519446,43103
20.7609876,-104.8519446,43103
20.7609876,-104.8519446,43103
26.124386,-97.9585648,43103
19.2919773,-99.0963364,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
17.0148469,-96.5104919,43103
26.0813003,-98.1351399,43103
21.451454,-105.1456786,43103
38.8261601,-77.169039,43103
16.1697112,-96.5024,43103
16.1697112,-96.5024,43103
41.096094,-73.4316677,43103
14.5796793,-90.7323503,43103
